,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,No,Datetime,Tweet,Artist,Genre,song,Album,Unnamed: 5,Sentiment
413,413,413,413,644,1/17/2019 7:20,"b""CLICK TO LISTEN    #NOWPLAYING  Billy Danze  I'ma Kill Ya ft Preacher   #hhm #hiphop """,Billy Danze,rock,I'ma Kill Ya ft Preacher,,,Neutral
414,414,414,414,645,1/17/2019 7:20,b'#NowPlaying Night &amp Day by Al B Sure on #UrbanRadio Greatest Hits R&amp;B ',Al B Sure on Greatest, ‎New jack swing,Night &amp Day ,,,Negative
415,415,415,415,646,1/17/2019 7:20,b'#NowPlaying Vamps  Devil Side on   #Radio #Tokyo Listen HERE   ', Vamps,ROCK,Devil Side, Beast,,Neutral
416,416,416,416,647,1/17/2019 7:20,b'RT   JYJ LINE JP\n    \n2019 KIM JAE JOONG J-PARTY&amp;MINI CONCERT\n  1',KIM JAE JOONG,pop,MINI CONCERT,,,Neutral
417,417,417,417,648,1/17/2019 7:20,b'Defintiely a gripping thriller TAKER OF LIVES #Retweet #nowplaying #love #marketing #Amazon #twitter #sale #LW ', ,rock,Defintiely a gripping thriller TAKER OF LIVES,,,Negative
418,418,418,418,649,1/17/2019 7:20,b'#NowPlaying Junket Man by Dan Patlansky  ', Dan Patlansky ,Blues ,Junket Man, Perfection Kills,,Neutral
419,419,419,419,650,1/17/2019 7:20,"b""#NowPlaying Nobody's Perfect by J Cole on #UrbanRadio Old School Hip Hop """,J. Cole,Hip-Hop/Rap,Nobody's Perfect, Cole World: The Sideline Story,,Negative
420,420,420,420,651,1/17/2019 7:20,b'#NowPlaying Novamerica  Music is the Answer', Novamerica, Alternative/Indie, Music is the Answer,Novamerica,,Neutral
421,421,421,421,652,1/17/2019 7:20,b'#NowPlaying To The One  Harvest Bashta on   #ChroniclesChristianRadio #ccradioco', ,gospal,To The One  Harvest Bashta on,,,Neutral
422,422,422,422,653,1/17/2019 7:20,b'RT    #NowPlaying #Children Of Bodom  Hate Crew Deathroll    #playstation #PlayStation4 #PS2 #PS1', Children of Bodom,‎power metal,Hate Crew Deathroll,Children of Bodom,,Negative
423,423,423,423,654,1/17/2019 7:20,b'#NowPlaying  Survivor      #MICCratesRadio   Download the app    Submit your music today!', Destiny's Child,Contemporary R&B,Survivor,,,Neutral
424,424,424,424,655,1/17/2019 7:20,b'#NowPlaying #JullianGomesfeat.Bobby  Love Song 28   #deephouse on Air ',JullianGomesfeat,pop,bobby,,,Positive
425,425,425,425,656,1/17/2019 7:20,b'#NowPlaying Unknown  Elo Ellello Elo Ellello Unknown',Unknown,rock,Elo Ellello Elo Ellello,,,Negative
426,426,426,426,657,1/17/2019 7:20,b'#NowPlaying Cline Dion  How Does A Moment Last Forever #musicforfamilies #musicforkids #children', Celine Dion,rock,How Does A Moment Last Forever,Beauty and the Beast,,Neutral
427,427,427,427,658,1/17/2019 7:20,b'[NOA]:(2019/01/17 16:19 REMINISCING  LITTLE RIVER BAND  SUPER RADIO MONSTER   #nowplaying', Little River Band,Rock,REMINISCING, Sleeper Catcher,,Positive
428,428,428,428,659,1/17/2019 7:20,"b""I'm listening to   on   #NowPlaying   the Harry Potter of amazing books  """,the Harry Potter of amazing books ,rock,the Harry Potter of amazing books ,,,Negative
429,429,429,429,660,1/17/2019 7:19,b'#ListenToThis Ndza swi rhandza (feat Pastor Rudolf Mabasa [Live by Zaza #NowPlaying on  _UK ',Zaza, Christian/Gospel,Ndza swi rhandza (feat Pastor Rudolf Mabasa,Blowing the Horn of Chronicle (Live),,Positive
430,430,430,430,661,1/17/2019 7:19,b'#NowPlaying Falco  Rock Me Amadeus (86 [Single Edit Listen at  ',Falco, Pop, Rock Me Amadeus,falco 3,,Negative
431,431,431,431,662,1/17/2019 7:19,b'#NowPlaying Finally by CeCe Pinston on #UrbanRadio Old School R&amp;B ',CeCe Peniston, Dance/Electronic,Finally, Finally,,Positive
432,432,432,432,663,1/17/2019 7:19,b'#Nowplaying on    Tepr  1980',Tepr, Dance/Electronic,Tepr 1980,test,,Neutral
433,433,433,433,664,1/17/2019 7:19,b'#NowPlaying Justin Moore  #LettinTheNightRoll On ',Justin Moore,Country music, Country, LettinTheNightRoll, Off the Beaten Path,Neutral
434,434,434,434,665,1/17/2019 7:19,b'#nowplaying ASCA  RESISTER  RESISTER  Single ', ,rock,ASCA  RESISTER Single,,,Negative
435,435,435,435,666,1/17/2019 7:19,b'ANONE   (CV. (CV. #NowPlaying   ', Chinatsu Yoshikawa,rock,Chinatsu Yoshikawa,,,Neutral
436,436,436,436,667,1/17/2019 7:19,b'#NowPlaying King of Pain  Synchronicity by The Police ', The Police, Rock,King of Pain, Synchronicity,,Neutral
437,437,437,437,668,1/17/2019 7:19,b'Happier   Marshmello &amp Bastille #NowPlaying #IstaraFM [14:19 wib]',Marshmello,Dance/Electronic,Happier Marshmello, Astralwerks,,Neutral
438,438,438,438,669,1/17/2019 7:19,b'#NowPlaying on AM1700   Bill Evans  Emily', ,rock,Bill Evans  Emily,,,Neutral
439,439,439,439,670,1/17/2019 7:19,b'#nowplaying 48kHz  by  on #onkyo #hfplayer ', ,rock,48kHz,,,Neutral
440,440,440,440,671,1/17/2019 7:19,b'#NowPlaying Light Show (Adonai by Pelle Price on  ', Pelle' Price, Christian/Gospel,Light Show,,,Positive
441,441,441,441,672,1/17/2019 7:19,b'#Nowplaying\nWithin\nMili', ,rock,within\milli,,,Neutral
442,442,442,442,673,1/17/2019 7:19,b'#NowPlaying Permission by Ro James on #UrbanRadio Hip Hop and R&amp;B ', Ro James, R&B/Soul,Permission, ELDORADO,,Neutral
443,443,443,443,674,1/17/2019 7:19,b'#NowPlaying Permission by Ro James on #UrbanRadio Hip Hop and R&amp;B ', Ro James, R&B/Soul,Permission, ELDORADO,,Neutral
444,444,444,444,675,1/17/2019 7:19,b'Our Girl  I Really Like It  #NowPlaying #6music', Our Girl,Alternative/Indie,Our Girl  I Really Like It,Stranger Today,,Positive
445,445,445,445,676,1/17/2019 7:19,b'#NowPlaying Fazino  Loke Loke Ft Tutipsy on ',Fazino ,rock,Fazino  Loke Loke Ft Tutipsy,,,Neutral
446,446,446,446,677,1/17/2019 7:19,"b'#NowPlaying No Longer Slaves (Official Lyric Video  Jonathan David &amp Melissa Helser  We Will Not Be Shaken on #LifecomRadio.org,uk'", Bethel Music,Christian/Gospel,No Longer Slaves, We Will Not Be Shaken (Live),,Positive
447,447,447,447,678,1/17/2019 7:19,"b""#NowPlaying Ella Mai  Boo'd Up on #FastCast4u.com""", Ella Mai,pop,Ella Mai  Boo'd Up, Ella Mai,,Neutral
448,448,448,448,679,1/17/2019 7:19,"b'#NowPlaying En jotabecheradio escuchas ""Hermoso en la voz de 3 For Him jotabeche'",jotabeche,rock,"En jotabecheradio escuchas """"Hermoso en la voz de 3 For Him jotabeche'""",,,Neutral
449,449,449,449,680,1/17/2019 7:19,b'#NowPlaying  Intro by Fmb Dz_', FMB DZ, Hip-Hop/Rap,Intro, I Ain't Gone Lie,,Neutral
450,450,450,450,682,1/17/2019 7:19,b'#NowPlaying Son Sabor Orquesta  La Herida 1 on #FREQUENCY5FM', ,rock,Son Sabor Orquesta  La Herida,,,Neutral
451,451,451,451,683,1/17/2019 7:19,b'Then Came the Last Days of May by Blue yster Cult  #NowPlaying', Blue Öyster Cult, Hard Rock,Then Came the Last Days of May, Blue Öyster Cult,,Neutral
452,452,452,452,684,1/17/2019 7:19,b'#NowPlaying vanilla base  its been so long on #CR       #CalibreMusicAndFilms #CIGI',vanilla base,pop,vanilla base  its been so long on,,,Negative
453,453,453,453,685,1/17/2019 7:19,b'LET FREEDOM RING WITH A SHOTGUN BLAAAAAAAAAAAAAAAAST!! \n#NowPlaying on   Davidian ',Machine Head,Groove metal,Davidian, Burn My Eyes,,Neutral
454,454,454,454,686,1/17/2019 7:19,b'#NowPlaying on #CacoteoRadio #Reggaeton   Landa Freak Ft Lexy El Duro  Como Olvidar(Prod Many4Track &amp;amp ', ,rock,Landa Freak Ft Lexy El Duro  Como Olvidar,,,Neutral
455,455,455,455,687,1/17/2019 7:19,b'#NowPlaying on #CacoteoRadio #Reggaeton Landa Freak Ft Lexy El Duro  Como Olvidar(Prod Many4Track &amp;amp Lexus Be ', ,rock,Landa Freak Ft Lexy El Duro  Como Olvidar,,,Neutral
456,456,456,456,688,1/17/2019 7:19,b'#NowPlaying Kont Fe Baly by   on #Anghami  ', ,rock,Kont Fe Baly,,,Neutral
457,457,457,457,689,1/17/2019 7:19,b'#NowPlaying Godzilla Jingle  Trax FM #traxfm  #funk #soul #hiphop #house  #disco #reggae #chat #bhangra #hindi #RnB #AfroBeats', ,Heavy metal‎,Godzilla Jingle,,,Neutral
458,458,458,458,691,1/17/2019 7:19,b'#NowPlaying De La Soul  Church', De La Soul, Hip-Hop/Rap,Church, The Grind Date,,Neutral
459,459,459,459,692,1/17/2019 7:19,b'#NowPlaying Mike P  About The Love on #ATLSNUMBER1WEBRADIO  ', ,rock,Mike P  About The Love,,,Positive
460,460,460,460,693,1/17/2019 7:19,b'I Really Like It by Our Girl  #nowplaying #6music',Our Girl,Alternative/Indie,Our Girl  I Really Like It,Stranger Today,,Positive
461,461,461,461,694,1/17/2019 7:19,b'#NowPlaying   Amy Grant  Baby Baby  ON #GGhRADIO  #GospelGh  | Download #GGhRADIO app FREE from Google Pla ', Amy Grant,Christian/Gospel,Baby Baby,Heart in Motion,,Positive
462,462,462,462,695,1/17/2019 7:19,b'#NowPlaying Oh Atlanta by Little Feat at Live Jam 107    Waiting ', ,rock,Oh Atlanta by Little   Waiting,,,Positive
463,463,463,463,696,1/17/2019 7:19,b'#NowPlaying Ruede Hagelstein  Emergency (Original edit version ',Ruede Hagelstein,rock,Emergency,,,Negative
464,464,464,464,697,1/17/2019 7:18,b'#NowPlaying All Of My Help by Geoffrey Golden on #WNIAGospelRadio  inside the Super Mix Rotation #ListenLive  DOWN ',Geoffrey Golden, Christian/Gospel,All Of My Help, Kingdom...LIVE!,,Positive
465,465,465,465,698,1/17/2019 7:18,"b'Es Tarde by Juanes  #NowPlaying This one is from a playlist called ""The Halfway Home more in the thread'",' Juanes,rock,"  """"The Halfway Home more in the thread'""",,,Negative
466,466,466,466,699,1/17/2019 7:18,b'Ben Tankard &amp Tribe of Benjamin  Spend Some Time With Me  #NowPlaying On   Ben Tankard', Ben Tankard,Christian/Gospel,Spend Some Time With Me, Git Yo Praize On!,,Neutral
467,467,467,467,700,1/17/2019 7:18,b'NE1fm 102.5 is #NowPlaying  Roar by Katy Perry', Katy Perry,pop,roar, Prism,,Neutral
468,468,468,468,701,1/17/2019 7:18,"b'Now Playing ""The Seeming and the Meaning by Stereolab\n#NowPlaying \n'", Stereolab, Alternative/Indie,The Seeming and the Meaning, Peng!,,Neutral
469,469,469,469,702,1/17/2019 7:18,"b""#nowplaying Somebody I'm Not (Cahill Edit by Martin Jensen Cahill    _Official""", Martin Jensen&Peter Bjørnskov, Dance/Electronic,Martin Jensen,,,Neutral
470,470,470,470,703,1/17/2019 7:18,b'#NowPlaying I Could Sing Of Your Love Forever  Sonicflood',Sonicflood,pop,I Could Sing Of Your Love Forever  ,Sonicflood,,Positive
471,471,471,471,704,1/17/2019 7:18,b'Killer  Seal  #NowPlaying', Adamski,House & Dance/Electronic & Pop,Killer,,,Neutral
472,472,472,472,705,1/17/2019 7:18,"b'#nowplaying ""Mr Liar from  This is NOT Greatest Hits by MUCC'", Mucc,Alt Metal & Rock,Mr Liar, Shangri-La,,Positive
473,473,473,473,706,1/17/2019 7:18,b'#NowPlaying on KDUB Radio JERRY HULL  Periscope Down\n\n', ,rock, KDUB JERRY HULL  Periscope,,,Neutral
474,474,474,474,707,1/17/2019 7:18,b'#NowPlaying Nine Inch Nails  Heresy\n\n#Shuttle ', Nine Inch Nails,Alt Metal& Goth/Industrial,Nine Inch Nails, The Downward Spiral,,Neutral
475,475,475,475,708,1/17/2019 7:18,b'A noite de Ti  #NowPlaying', ,rock,A noite de Ti,,,Neutral
476,476,476,476,709,1/17/2019 7:18,b'#NowPlaying Born to Hate.mp3 by Internal Nightmare',Internal Nightmare,metal,born to hate, Chaos Reborn,,Neutral
477,477,477,477,710,1/17/2019 7:18,b'Brandy  Come A Little Closer\n#NowPlaying', Brandy Norwood, Contemporary R&B,Brandy  Come A Little Closer, Full Moon,,Negative
478,478,478,478,711,1/17/2019 7:18,"b""#NowPlaying L'ArcenCiel  NEO UNIVERSE ALBUM The Best Of L'Arc-en-Ciel 1998-2000""", ,rock, L'ArcenCiel  NEO UNIVERSE ALBUM The Best Of L'Arc-en-Ciel,,,Positive
479,479,479,479,712,1/17/2019 7:18,b'#NowPlaying Losing My Religion by  _coil on #Anghami ', Lacuna Coil, Metal,Losing My Religion, Dark Adrenaline,,Neutral
480,480,480,480,713,1/17/2019 7:18,b'#NowPlaying\nFUTARI /', ,rock,nFUTARI ,,,Neutral
481,481,481,481,714,1/17/2019 7:18,b'#NowPlaying Jenni Dale Lord Band  Never Let Go : Tune In ',Jenni Dale Lord Band, Country,  Never Let Go,Jenni Dale Lord Band,,Neutral
482,482,482,482,715,1/17/2019 7:18,b'#NowPlaying Losing My Religion by  _coil on #Anghami ',Lacuna Coil, Metal,Losing My Religion, Dark Adrenaline,,Neutral
483,483,483,483,716,1/17/2019 7:18,b'RT   #NowPlaying eminem  Space Bound \nI have zero strength!',eminem,pop, Space Bound \nI have zero strength!',,,Neutral
484,484,484,484,717,1/17/2019 7:18,"b""#nowPlaying April Wine  Fast Train\nAll Stars '70s  \nYour home for Classic Hits""", ,rock,April Wine  Fast Train\nAll Stars '70s,,,Positive
485,485,485,485,719,1/17/2019 7:18,b'#NowPlaying No Milk Today [HK0  Herman s Hermits #TuneIn #AmazonEcho #InternetRadio \n', Herman's Hermits,pop,No Milk Today Herman s Hermits, There's a Kind of Hush All Over the World,,Neutral
486,486,486,486,720,1/17/2019 7:18,b'#nowplaying    ()  ()  ()  ()  (  THE IDOLM  CINDERELLA ', ,rock,THE IDOLM  CINDERELLA,,,Neutral
487,487,487,487,721,1/17/2019 7:18,b'RT  _anly  Anly  #NowPlaying', ,rock,anly  Anly ,,,Neutral
488,488,488,488,722,1/17/2019 7:18,b'#NowPlaying on #CacoteoRadio #Reggaeton Landa Freak Ft Lexy El Duro  Como Olvidar(Prod Many4Track &amp;amp Lexus Be ',Reggaeton Landa Freak Ft ,pop,Lexy El Duro  Como Olvidar(Prod Many4Track &amp;amp Lexus Be,,,Neutral
489,489,489,489,723,1/17/2019 7:18,b'#live  #onlineradioever      #NowPlaying   Tough Love  So Freakin Tight  \n#music     #HappyNewYear', Tough Love,Dance/Electronic, Freakin Tight, How Deep Is Your House?,,Positive
490,490,490,490,724,1/17/2019 7:18,b'NATAL PRIDE   CONFESSION #nowplaying on Eat This #Rock N #Metal WebRadio ', Natal Pride,pop, CONFESSION, ,,Neutral
491,491,491,491,726,1/17/2019 7:18,"b""#NowPlaying Behind Moon [Live  LeSCa (   (t7s 3rd Anniversary Live 17'XX -CHAIN THE BLOSSOM in """, Le☆S☆Ca,pop,behind moon,,,Positive
492,492,492,492,727,1/17/2019 7:18,"b'#nowplaying  5 from ""15 Thank you too by \'17'", ,rock,"5 from """"15 Thank you too",,,Neutral
493,493,493,493,728,1/17/2019 7:18,b'#NowPlaying Finding My Way Back by Jaheim on #UrbanRadio Smooth R&amp;B ',Jaheim  ,pop , Finding My Way Back,,,Positive
494,494,494,494,729,1/17/2019 7:18,b'#Nowplaying  (original ver.  RADWIMPS ( ', Radwimps, Rock,original ver.  RADWIMPS,Your Name,,Negative
495,495,495,495,730,1/17/2019 7:18,b'Right now on Radio Frequency Zic  Boney M  Rasputin REMIX Listen   #cnn #webradio ', ,rock,Zic  Boney M  Rasputin REMIX,,,Positive
496,496,496,496,731,1/17/2019 7:18,b'#NowPlaying Gil-Joe  Eledumare',Gil Joe, Christian/Gospel,Gil-Joe  Eledumare', Maturity,,Neutral
497,497,497,497,732,1/17/2019 7:18,b'#NowPlaying Move Along Catherine King  ', Catherine King,Country,Move Along, Hold on to Your Heart,,Neutral
498,498,498,498,733,1/17/2019 7:18,"b""#NowPlaying on RADIO COCCINELLE la radio OVNI  LIME  BABE WE'RE GONNA LOVE TONIGHT BABE WE'RE GONNA LOVE TONIGHT L """, ,pop ,BABE WE'RE GONNA LOVE TONIGHT,,,Negative
499,499,499,499,734,1/17/2019 7:18,b'Ahora Escuchas a Joe Jackson  Steppin Out #NowPlaying ',Joe Jackson ,rock,Ahora Escuchas a  Steppin Out,,,Neutral
500,500,500,500,735,1/17/2019 7:17,b'#NowPlaying A Fistful Of Tears by Maxwell on #UrbanRadio R&amp;B Hits ',Maxwell,Contemporary Soul,A Fistful Of Tears,BLACKsummers'night,,Neutral
501,501,501,501,736,1/17/2019 7:17,b'#NowPlaying Sorry by Beyonce on #UrbanRadio New R&amp;B ',Beyonce,pop, Sorry, Lemonade,,Negative
502,502,502,502,737,1/17/2019 7:17,"b""I'm listening to   on   #NowPlaying today from 11am Time Tunnel Show  """, Chris McClarney,Christian/Gospel,I'm listening,Breakthrough,,Neutral
503,503,503,503,738,1/17/2019 7:17,b'The Cranberry Merchants  The Black Maria Streaming LIVE on Indie Star Radio Listen at  ',Cranberry Merchants,music,the Black Maria Streaming,,,Negative
504,504,504,504,739,1/17/2019 7:17,b'Nowplaying   HIMEHINA #NowPlaying ', ,rock, HIMEHINA,,,Neutral
505,505,505,505,740,1/17/2019 7:17,"b""#NowPlaying When I Was A Ship  Hats Off Gentlemen It's Adequate""",Hats Off Gentlemen It's Adequate,Rock,Hats Off Gentlemen It's Adequate,Stand up B / W When I Was a Ship,,Negative
506,506,506,506,741,1/17/2019 7:17,b'We are the goon squad and were coming to town\nBeep beep\n#davidbowie #fashion #nowplaying #missbowie #seemsapt #brexit',David Bowie,pop,We are the goon squad,,,Neutral
507,507,507,507,742,1/17/2019 7:17,b'RT   #NowPlaying On Classic House Radio   Native Love  Step By Step  by DIVINE  HouseMusic Chicag',DIVINE,pop,Step By Step,,,Negative
508,508,508,508,743,1/17/2019 7:17,b'EQUAL by Coco #NowPlaying ',coco,rock,EQUAL,strawberry,,Neutral
509,509,509,509,744,1/17/2019 7:17,b'#NowPlaying on   Colors  Am I gonna be the one    #funk #80s #disco #radio #classics', ,rock, Colors  Am I gonna be the one,,,Neutral
510,510,510,510,745,1/17/2019 7:17,b'#nowplaying   Los Lobos  La Bamba\n\n\n#music #rocknroll', Los Lobos, Blues&Pop, La Bamba,La Bamba,,Neutral
511,511,511,511,746,1/17/2019 7:17,b'RT   #NowPlaying on #2HighRadio  Drones by Unknown  on   #420music #hiphop #drumnbass #reggae #submityourmusic #2highmusic', ,rock, Drones by Unknown,,,Negative
512,512,512,512,747,1/17/2019 7:17,b'#Nowplaying\nTouch off\nUVERworld',Hall & Oates,pop,touch off ,Big Bam Boom,,Neutral
513,513,513,513,748,1/17/2019 7:17,b'The Who  Eminence Front #nowplaying\nListen now at ', The Who,Classic Rock, Eminence Front, It's Hard,,Neutral
514,514,514,514,750,1/17/2019 7:17,b'99 Luftballons by Nena  #NowPlaying',Nena,rock,Luftballons,Nena Live,,Neutral
515,515,515,515,751,1/17/2019 7:17,b'RT   #NowPlaying Bring It Back  by Jae Millz (Feat Jadakiss  #KeepingTheMusicInMotion #ListenLive #',Jae Millz,Rap,Bring It Back , Jae Millz,,Neutral
516,516,516,516,752,1/17/2019 7:17,b'#nowplaying Je M en Veux  Archet Casse (Sainte Pop  la Souterraine Synthetique  2016  ',Archet Casse,Rap,Je M'en Veux,Archet Casse,,Neutral
517,517,517,517,753,1/17/2019 7:17,b'#NowPlaying Nothing Left Ft Will Heard  Unknown',Kygo,Electronic,Nothing Left, Cloud Nine,,Negative
518,518,518,518,755,1/17/2019 7:17,"b""#NowPlaying Wyclef Jean feat The Rock  It Doesn't Matter On Atlantic Radio Uk #Hits""",Wyclef Jean,Pop, It Doesn't Matter On,The Ecleftic: 2 Sides II a Book,,Neutral
519,519,519,519,756,1/17/2019 7:17,"b'Now Playing ""Pikmin Enemy Reel by Hajime Wakai\n#NowPlaying \n'",Hajime Wakai,Anime,Pikmin Enemy Reel ,Hajime Wakai,,Neutral
520,520,520,520,762,1/17/2019 7:17,b'be myself by petit milady #NowPlaying',petit milady,POP,be myself,petit milady,,Neutral
521,521,521,521,764,1/17/2019 7:16,b'RT   #NowPlaying Melody Lee by The Damned',The Damned,Industrial,Melody Lee,Machine Gun Etiquette,,Neutral
522,522,522,522,766,1/17/2019 7:16,b'#NowPlaying #TranceFamily #Trance Hazem Beltagui  Curfew  Original Mix  ',Hazem Beltagui,pop,Curfew,Trance,,Positive
523,523,523,523,768,1/17/2019 7:16,b'RT  _u_8 Super Powers  Right NowV6 avexV6REQUEST ', V6,rock,Right Now,Super Powers,,Positive
524,524,524,524,769,1/17/2019 7:16,b'RT   #NowPlaying\n\n#MoreThanThat by      Listen here  ', Backstreet Boys,Electronic,more than that , Black & Blue,,Neutral
525,525,525,525,770,1/17/2019 7:16,b'#NowPlaying Bring It Back  by Jae Millz (Feat Jadakiss  #KeepingTheMusicInMotion ',Jae Millz,Rap,Bring It Back ,Jadakiss,,Neutral
526,526,526,526,774,1/17/2019 7:16,b'#NowPlaying So Very Hard To Go by Tower of Power on #UrbanRadio Greatest Hits R&amp;B ', Tower of Power,Funk,So Very Hard To Go, Tower of Power,,Positive
527,527,527,527,775,1/17/2019 7:16,"b'RT  _5Radio #Trending #Music ""Congratulations by ""Post Malone feat Quavo""\n#NowPlaying '",Post Malone,Rap,Congratulations,Stoney,,Neutral
528,528,528,528,776,1/17/2019 7:16,b'RT   #NowPlaying Jesus Loves Me (Groovy RMX by  ',Listener Kids,Children's Music,jesus loves me,Let It Shine,,Neutral
529,529,529,529,777,1/17/2019 7:16,b'#NowPlaying Stir Fry by Migos on #UrbanRadio Hip Hop and R&amp;B ',Migos,Rap,Stir Fry, Culture II,,Neutral
530,530,530,530,778,1/17/2019 7:16,b'#NowPlaying Beyond Creation     Omnipresent Perception  #Canada #Radio #webplayer ',Beyond Creation ,Metal,Omnipresent Perception,The Aura,,Neutral
531,531,531,531,779,1/17/2019 7:16,b'Lagu Hari Ini  GAC (Gamalil Audrey Cantika #NowPlaying #IstaraFM [14:16 wib]',Gamalil Audrey Cantika,Rock,Lagu Hari Ini ,RESONANCE,,Neutral
532,532,532,532,781,1/17/2019 7:16,b'#nowplaying letlive  Good Mourning America',letlive,Metal,  Good Mourning America, If I'm the Devil...,,Positive
533,533,533,533,783,1/17/2019 7:16,b'#Nowplaying REVOLUTION  coldrain (REVOLUTION  Single ',coldrain ,Rock,REVOLUTION  ,REVOLUTION  ,,Negative
534,534,534,534,784,1/17/2019 7:16,"b""#NowPlaying the video A'oul Ansak by  _SAMAHA on #Anghami   """,Carole Samaha,Rock,A'oul Ansak ,Hodoudy El Sama,,Neutral
535,535,535,535,785,1/17/2019 7:16,b'#NowPlaying Hang On(ft Kierra Sheard by GEI on #UrbanRadio Gospel Hits ',GEI,Christian,Hang On,GEI Live,,Neutral
536,536,536,536,786,1/17/2019 7:16,b'#NowPlaying Arcangel ft J Balvin  Corte Porte  Elegancia En  #elblokeradio',Arcangel,hip-pop,Corte Porte  Elegancia,J Balvin,,Neutral
537,537,537,537,787,1/17/2019 7:16,b'#NowPlaying on   Atomic Garden ',Bad Religion,pop,Atomic Garden ,Atomic Garden ,,Neutral
538,538,538,538,788,1/17/2019 7:16,b'Check out the album Soul Searching by Chef Izzy with features from Woe D   &amp Cee Baby   and beats f ', Chef Izzy,pop,Soul Searching,Soul Searching,,Neutral
539,539,539,539,789,1/17/2019 7:16,b'RT   The mindless illusion project full album by Adiv Williams on #Spotify #spotifyplaylist #newalbum',David Williams,rock,The mindless, illusion project,,Positive
540,540,540,540,791,1/17/2019 7:16,b'#NowPlaying The World Bank by Aus-Rotten',Aus-Rotten,rock,The World Bank,Aus-Rotten ...And Now Back to Our Programming,,Neutral
541,541,541,541,792,1/17/2019 7:16,"b'#NowPlaying ""Creep by Radiohead on   '",Radiohead,Alternative,Creep ,Pablo Honey,,Neutral
542,542,542,542,793,1/17/2019 7:16,b'#nowplaying Everything U Need (Giom Mix by Kristof Tigran',Everything U Need,pop,Kristof Tigran, Giom Mix ,,Neutral
543,543,543,543,794,1/17/2019 7:16,"b'#nowplaying ""Tame Impala  Why Won\'t You Make Up Your Mind [Live] from the album [Currents [Live [Bonus Disc]] #tameimpala'",Tame Impala,Alternative,why won't you make up your mind, Innerspeaker,,Positive
544,544,544,544,795,1/17/2019 7:16,b'#NowPlaying Noir Dsir  L-Bas (Album Version ',Noir Desir,rock, LE-Bas ,LE-Bas,,Neutral
545,545,545,545,796,1/17/2019 7:16,"b""#NowPlaying #Kalmah  Burbot's Revenge    #playstation #PlayStation4 #PS2 #PS1 #PS3 #playstat""", Kalmah,Metal ,Burbot's Revenge,Swampsong,,Neutral
546,546,546,546,797,1/17/2019 7:16,"b'#Trending #Music ""Congratulations by ""Post Malone feat Quavo""\n#NowPlaying '",Post Malone,Hip-Hop,Congratulations,Stoney,,Neutral
547,547,547,547,799,1/17/2019 7:15,b'#Nowplaying Valio La Pena by Marc Anthony en #LaMega105',Marc Anthony,Tropical,Valio La Pena ,Amar Sin Mentiras,,Neutral
548,548,548,548,800,1/17/2019 7:15,b'#NowPlaying Keep on Truckin By Hot Tuna  on ',Hot Tuna,rock,Keep on Truckin, ,,Positive
549,549,549,549,801,1/17/2019 7:15,b'#NowPlaying CVCV CV CV CVCV ', ,rock, CVCV CV CV CVCV, ,,Neutral
550,550,550,550,802,1/17/2019 7:15,b'Sirenas de Taburete  #NowPlaying',Taburete,Pop,Sirenas de Taburete, Dr. Charas,,Neutral
551,551,551,551,803,1/17/2019 7:15,b'#NowPlaying Woman Like Me by   listen at  ', Little Mix,R&B/Soul,Woman Like Me,LM5,,Neutral
552,552,552,552,804,1/17/2019 7:15,b'#NowPlaying  Simple Minds  Celebrate  Empires And Dance  #ListenNow at  Buy song ',Simple Minds,dance-rock‎,Empires And Dance,Simple Minds,,Neutral
553,553,553,553,805,1/17/2019 7:15,b'#NowPlaying Come Back Baby by Ed Wizard &amp Disco Double Dee on Zay FM for those seeking a different #EclecticVibe ', Ed Wizard,disco,Come Back Baby,,,Neutral
554,554,554,554,806,1/17/2019 7:15,b'#NowPlaying I Like It by   at  ',Cardi B,Latin trap,I Like It,,,Neutral
555,555,555,555,807,1/17/2019 7:15,b'#NowPlaying Otis Hayes Iii  Morning Light : Tune In    Buy It  ',Otis Hayes,Smooth Jazz, Morning Light,,,Positive
556,556,556,556,808,1/17/2019 7:15,b'#NOWPLAYING Tamara Bubble  Your Favorite Rapper is a Girl  Rumors Circle Radio  ',Tamara Bubble,Hip-Hop/Rap,Tamara Bubble,Your Favorite Rapper Is a Girl,,Positive
557,557,557,557,809,1/17/2019 7:15,b'#NowPlaying I Dont Wanna Know by KALASH &amp CECILE #listen online on   Urban Reggae ',KALASH,rap,I Dont Wanna Know,,,Neutral
558,558,558,558,810,1/17/2019 7:15,b'#NowPlaying on #70vibefm The Thrill Is Gone by    Why not visit our site  ',B.B. King, Blues,The Thrill Is Gone,,,Neutral
559,559,559,559,811,1/17/2019 7:15,b'#NowPlaying On Your Own by   on the home for Independent Hip Hop and R&amp;B 804live Radio courtesy of Dyna ',Jorja Smith,R&B/Soul,on your own,Lost & Found,,Positive
560,560,560,560,812,1/17/2019 7:15,b'#NowPlaying It Is Finished  James Tealy on   #ChroniclesChristianRadio #ccradioco',James Tealy,rock,It Is Finished,,,Neutral
561,561,561,561,813,1/17/2019 7:15,b'Currently #NowPlaying On GSCC Radio Billie Jean  Michael Jackson',michaeljacks,rock,Billie Jean,,,Neutral
